nom;num_station;nb_bornettes;En_service;M_en_S_16_nov_07;street;Mot_Directeur;No;Nrivoli;commune;code_insee;X_CC43;Y_CC43;X_WGS84;Y_WGS84
CUGNAUX GRAVETTE;183;18;oui;2008;RUE DE CUGNAUX;CUGNAUX (RUE DE CUGNAUX);66;3105552424;Toulouse;31555;1572780.67;2267092.2652;1.42442781968744;43.5932005795535
ELLA MAILLART - ROQUEMAUREL;9;17;oui;2008;RUE ELLA MAILLART;MAILLART (RUE ELLA MAILLART);8;3105552941;Toulouse;31555;1571639.516;2267428.0738;1.41021964501886;43.596029107549
NARBONNE IUFM;231;20;oui;2008;RTE DE NARBONNE;NARBONNE (RTE DE NARBONNE);217;3105556196;Toulouse;31555;1576004.6943;2263035.946;1.46526500951259;43.5572334844762
11 NOVEMBRE 1918;250;20;oui;2008;RUE DU ONZE NOVEMBRE 1918;NOVEMBRE 1918 (RUE DU ONZE NOVEMBRE 1918);00;3105556383;Toulouse;31555;1571983.1593;2267090.9332;1.41455354456212;43.5930535519731
BERNIES POSTE;131;18;oui;2008;RTE DE BLAGNAC;BLAGNAC (RTE DE BLAGNAC);15;3105551180;Toulouse;31555;1572020.6891;2269144.8706;1.41453821966138;43.6115437366424
MINIMES - SAINTE FAMILLE;124;20;oui;2008;AV DES MINIMES;MINIMES (AV DES MINIMES);22;3105555956;Toulouse;31555;1573824.7109;2269867.1148;1.43671552907841;43.6183476315013
CAMBARD;258;0;oui;2014;RUE CAMBARD;CAMBARD (RUE CAMBARD);;;Toulouse;31555;1577039.47;2271008.5648;1.47628037112437;43.6291513908803
NIEL;281;0;oui;2014;RUE SAINT ROCH;ROCH (RUE SAINT ROCH);;;Toulouse;31555;1574552.9531;2265451.9844;1.4467475124029;43.5787362371874
BAYLAC;268;0;oui;2014;AV DES ARENES ROMAINES;ROMAINES (AV DES ARENES ROMAINES);;3105550448;Toulouse;31555;1570614.3863;2268833.8088;1.39719406405762;43.6085042630987
VASSEUR;272;18;oui;2014;RUE ANDRE VASSEUR;VASSEUR (RUE ANDRE VASSEUR);;;Toulouse;31555;1576774.0188;2271711.9134;1.47283321498183;43.6354376042543
PLACE RICHÉ;259;20;oui;2013;PL PAUL RICHE;RICHE (PL PAUL RICHE);;3105556642;Toulouse;31555;1573556.2476;2273110.8604;1.43264037251444;43.6474935581951
